title,director,release_year,description,type,runtime,genres,9.9
spirit riding free: ride along adventure,"Beth Sleven; Allan Jacobsen; Kevin Wotton",2020,Join Lucky and her friends on an interactive mission to save Maricelaâ€™s beloved mare from greedy horse thieves who've taken her captive with a wild herd.,tvMovie,22,"Adventure;Animation;Comedy",5.8
spirit riding free: spirit of christmas,,2019,Lucky and friends must figure out how to get home in time for Christmas when a falling boulder â€“ and a serious snowstorm â€“ derail their travel plans.,tvSpecial,45,"Adventure;Animation;Drama",5.8
splatter,Joe Dante,2009,"After committing suicide; a washed-up rocker returns from the grave to torment the five people who betrayed him in life.",tvSeries,29,Horror,3.1
spookley and the christmas kittens,Bernie Denk,2019,"When a green cat and three stray kittens wind up at Holiday Hill Farm; Spookley the Square Pumpkin and his friends help the felines find their way home.",short,44,"Adventure;Animation;Drama",3.5
spotless,,2015,The law-abiding owner of a crime scene cleaning service is forced into business with a powerful mob boss thanks to his irresponsible older brother.,tvSeries,60,"Crime;Drama",7.8
spotlight,Tom McCarthy,2015,A team of reporters and editors at the Boston Globe relentlessly investigate a shocking child molestation cover-up by the Catholic Church.,movie,129,"Biography;Crime;Drama",8.1
spotlight,Tom McCarthy,2015,A team of reporters and editors at the Boston Globe relentlessly investigate a shocking child molestation cover-up by the Catholic Church.,movie,99,Drama,7.9
spring breakers,Harmony Korine,2012,"Four cash-strapped college women run afoul of the law â€” and fall in with a shady hustler â€” as they join the annual rite of bikinis; beer and debauchery.",movie,94,"Crime;Drama",5.3
springsteen on broadway,Thom Zimny,2018,Bruce Springsteen shares personal stories from his life and acoustic versions of some of his best-known songs in an intimate one-man show.,tvMovie,153,"Documentary;Music",8.5
sprinter,Storm Saulter,2018,"When a Jamaican teen hopes to use track to reunite him with his mother in America; family dysfunction at home threatens to knock his plans off course.",movie,114,"Drama;Sport",6.2
spy kids,Robert Rodriguez,2001,The tables are turned when pint-sized kids Carmen and Juni must rescue their secret-agent parents from the diabolical clutches of Alexander Minion.,movie,88,"Action;Adventure;Comedy",5.5
spy time,Javier Ruiz Caldera,2015,"When his girlfriend dumps him for being a bore; a working stiff discovers that his father is a secret agent and a dangerous thug is targeting them.",movie,93,"Action;Adventure;Comedy",6.1
spyder,A.R. Murugadoss,2017,"When an Intelligence Bureau officerâ€™s phone-tapping day job leads him to a serial killer; he must track down and thwart the murdererâ€™s next steps.",movie,155,"Action;Crime;Thriller",6.6
st. agatha,Darren Lynn Bousman,2018,"Unwed and pregnant; a young woman flees her abusive home in 1950s Georgia and takes refuge at a mysterious convent with a terrible secret.",movie,103,"Horror;Thriller",4.9
staged killer,Christopher Ray,2019,"After a popular morning television host bumps into an old acquaintance with a dark past; her professional and personal lives begin to unravel.",movie,88,Thriller,3.4
standoff,Adam Alleca,2015,"After witnessing an assassin's slaughter; a young girl holes up in a farmhouse with a suicidal vet; who must use wits and guts to fend off the killer.",tvEpisode,44,Drama,7.1
star men,Alison E. Rose,2015,Four astronomers from England celebrate 50 years of friendship and achievement by taking a reflective road trip through the American Southwest.,movie,88,"Biography;Documentary;History",6.5
star-crossed,,2014,The passionate love between an alien boy and a human girl grows more and more dangerous as they face the wrath of their families and communities.,tvSeries,60,"Drama;Romance;Sci-Fi",7.3
stardust,Matthew Vaughn,2007,"To win his true love's heart; wide-eyed Tristan Thorn journeys to a forbidden realm to retrieve a fallen star that has taken human form.",movie,127,"Adventure;Family;Fantasy",7.6
starred up,David Mackenzie,2013,"A British juvenile offender's violent temper gets him transferred to an adult prison; where he encounters his estranged father.",movie,106,"Crime;Drama",7.4
stars in the sky: a hunting story,Steven Rinella,2018,"This documentary follows a group of hunters as they grapple with the complexities; controversies; and contradictions of pursuing animals in the wild.",movie,75,Documentary,7.3
starsky & hutch,Todd Phillips,2004,New undercover cop partners Starsky and Hutch must overcome their differences to solve an important case with help from street informant Huggy Bear.,movie,101,"Comedy;Crime",6.1
start-up,,2020,Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.,tvSeries,80,"Comedy;Drama;Romance",8.1
start-up,,2020,Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.,tvEpisode,84,"Comedy;Drama;Romance",8.8
starting over again,Olivia M. Lamasan,2014,"An architecture student and a history professor fall in love; pursue a dream; split up and bump into each other years later. Can there be a second chance?",movie,130,Drama,7.1
stateless,,2020,"Four strangers â€” a woman on the run; a brave refugee; a driven bureaucrat and a struggling dad â€” intersect at an Australian immigration detention center.",tvMiniSeries,316,Drama,7.5
stateless,,2020,"Four strangers â€” a woman on the run; a brave refugee; a driven bureaucrat and a struggling dad â€” intersect at an Australian immigration detention center.",movie,97,Documentary,7.8
stealing history,"Ola Flyum; David Hebditch",2006,"Journalists expose how smugglers; dealers; collectors and scholars promote plunder of ancient artifacts from war-torn Iraq; Afghanistan and Pakistan.",tvMovie,52,Documentary,6.7
steam team to the rescue,Joey So,2019,Thomas and the steam trains spring into action when Porter and the diesel engines run into a series of accidents that throw their deliveries off track.,tvEpisode,25,"Adventure;Animation;Comedy",2.9
step brothers,Adam McKay,2008,"Brennan and Dale might be grown men; but that doesn't stop a childish sibling rivalry from erupting after Brennan's mom marries Dale's dad.",movie,98,Comedy,6.9
step outside,Wael Ihsan,2018,"A down-on-his-luck man reads a book; only to have its characters materialize and take over his life.",movie,89,"Comedy;Fantasy",4.6
step sisters,Charles Stone III,2018,"With her Harvard Law dreams on the line; a black sorority leader agrees to help a rhythmically challenged sisterhood win a step dance championship.",movie,108,Comedy,5.5
stephanie,Akiva Goldsman,2017,"A menacing; unseen force stalks a young girl living by herself in a suburban house; where she's surrounded by reminders of her once-happy family.",movie,86,"Horror;Mystery",5.8
stereo,Maximilian Erlenwein,2014,"Erik's peaceful rural family life is shaken by the arrival of sinister figures who claim to know him and a mysterious ""friend"" who may not even exist.",movie,98,"Crime;Thriller",6.5
steve jobs,Danny Boyle,2015,"By keying in on three crucial points in his career; this biopic shows the human foibles and visionary fearlessness of the man who made the Mac.",movie,122,"Biography;Drama",7.2
steve martin and martin short: an evening you will forget for the rest of your life,Marcus Raboy,2018,"Longtime pals and showbiz icons Steve Martin and Martin Short share countless quips; catchy tunes and hilarious stories about their lives in comedy.",tvSpecial,74,Comedy,7.1
still,"Chatchai Katenut; Manussa Vorasingha; Tanwarin Sukkhapisit; Poj Arnon",2010,"A haunted hotel; a body in a water tank; a nightclub fire and a prison death comprise four horror tales taken from Thailand's newspaper headlines.",movie,100,"Horror;Thriller",4.4
still laugh-in: the stars celebrate,,2019,"This celebration of the groundbreaking comedy show ""Laugh-In"" stars Lily Tomlin; Snoop Dogg; Billy Crystal; Tiffany Haddish; Neil Patrick Harris and more.",tvSpecial,60,"Comedy;Music",5.1
stink!,Jon J. Whelan,2015,"After noting a strange odor in his childâ€™s pajamas; a single dadâ€™s search for the source uncovers potentially toxic secrets of the chemical industry.",movie,91,Documentary,7.2
stolen away,,2020,"Searching for his kidnapped daughter; Antonio sets off a series of events affecting scores of people when he maneuvers to be sent to prison in Colombia.",tvSeries,50,"Crime;Drama;Mystery",7.1
stonehearst asylum,Brad Anderson,2014,"In 1899; a young doctor arrives at an asylum for an apprenticeship and becomes suspicious of his mentor's methods while falling for a female patient.",movie,112,"Drama;Horror;Thriller",6.8
stop at nothing: the lance armstrong story,Alex Holmes,2014,"An athlete dupes the world with his tale of miraculous recovery from cancer; becoming a sports hero and beacon of hope; but can he outpace the truth?",movie,104,"Biography;Documentary;Sport",7.5
stories by rabindranath tagore,Anurag Basu,2015,The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.,tvSeries,45,Drama,8.8
story of an egg,Raj B. Shetty,2017,"When an astrologer gives him one year to find a mate or face being alone forever; a professor sets out to find a bride despite serious obstacles.",movie,124,"Comedy;Drama",8.0
strange but true,Rowan Athale,2019,A young woman rattles her former boyfriendâ€™s family when she reveals she is pregnant with his child â€” despite his death five years ago.,movie,96,Thriller,5.8
strange voices,Arthur Allan Seidelman,1987,"When their college-age daughter suddenly begins acting erratically and is diagnosed with schizophrenia; a desperate couple seeks treatment for her.",tvMovie,100,Drama,6.5
strange weather,Katherine Dieckmann,2016,"A grieving mother takes a road trip with her friend to confront the man who; she believes; stole her late son's business idea to get rich.",movie,92,Drama,5.9
stranger than fiction,Marc Forster,2006,"As a writer ponders how to kill off her main character; the man begins hearing her voice in his head and realizes that his days are numbered.",movie,113,"Comedy;Drama;Fantasy",7.5
stranger things,,2019,"When a young boy vanishes; a small town uncovers a mystery involving secret experiments; terrifying supernatural forces and one strange little girl.",tvEpisode,44,Horror,7.0
stray bullet,Georges Hachem,2010,"In 1976 Beirut; after a rendezvous with her old flame; soon-to-wed Noha witnesses a violent incident and changes course on a path to self-realization.",movie,75,Drama,6.3
stree,Amar Kaushik,2018,"Once a year; men in a small town fear abduction by an eccentric female spirit. A young tailor dismisses the idea of the ghost â€“ until he falls for her.",movie,128,"Comedy;Horror",7.6
street flow,"LeÃ¯la Sy; Kery James",2019,"Three brothers â€“ a gangster; a scholar and an impressionable teen â€“ learn hard lessons in the gritty suburbs while searching for the means to survive.",movie,96,Crime,6.4
street food,,2019,Embark on a global cultural journey into street food and discover the stories of the people who create the flavorful dishes.,tvSeries,30,Documentary,8.0
